,v,a,vsp,CO2
786,15.92777778,0.105555556,5.058091814,5.7704
787,15.94444444,-0.244444444,-0.515999928,2.7422
788,15.97222222,-0.094444444,1.884090148,1.0434
789,15.99444444,0.044444444,4.113761417,1.5566
790,16.00555556,0.077777778,4.651249471,1.8582
791,16.02777778,-0.027777778,2.96978688,3.735
792,16.04444444,0.038888889,4.046549474,3.092
793,16.06666667,1.42109E-15,3.42909033,2.9882
794,16.10555556,-0.016666667,3.180465329,1.5028
795,16.15555556,-0.066666667,2.390039057,0.2836
796,16.17777778,-0.227777778,-0.215316745,0.3022
797,16.2,-0.2,0.245957291,0.1062
798,16.22777778,0.594444444,13.15283743,0.3412
799,16.25,-0.044444444,2.783863244,3.0598
800,16.26666667,-0.022222222,3.150155342,1.8974
801,16.3,0.177777778,6.425799202,2.6422
802,16.32222222,0.016666667,3.806052169,4.085
803,16.33888889,-0.216666667,0.005225901,4.5638
804,16.36111111,0.088888889,5.006441409,5.0306
805,16.38333333,0.35,9.298313164,5.0248
806,16.42222222,-0.011111111,3.39649238,4.0542
807,16.45555556,-0.122222222,1.580536713,2.0528
808,16.48333333,-0.077777778,2.324447231,1.9314
809,16.51111111,0.077777778,4.898199795,0.5854
810,16.52777778,-0.083333333,2.245090761,3.6566
811,16.58333333,-0.05,2.817255039,5.4592
812,16.61666667,-0.044444444,2.919875602,5.2484
813,16.66111111,0.105555556,5.437323995,5.909
814,16.71111111,0.2,7.043086784,5.7588
815,16.73333333,0.305555556,8.821052809,3.1426
816,16.75,0.1,5.392203411,1.56
817,16.77222222,0.033333333,4.284749897,4.6266
818,16.80555556,0.216666667,7.382303574,2.4902
819,16.83333333,0.016666667,4.03456782,3.5588
820,16.86111111,-0.266666667,-0.730504751,4.1976
821,16.87222222,-0.011111111,3.584388433,4.1408
822,16.91666667,-0.105555556,2.004213914,2.3316
823,16.93888889,-0.15,1.260450803,2.395
824,16.94444444,-0.161111111,1.072156789,1.4372
825,16.96666667,0.205555556,7.29708082,2.2302
826,16.97222222,0.116666667,5.79406654,2.32
827,16.99444444,0.161111111,6.562129103,2.1382
828,17.02222222,0.211111111,7.428949222,3.1944
829,17.03888889,-0.244444444,-0.31671218,3.345
830,17.06111111,0.005555556,3.94746127,4.2222
831,17.08333333,0.155555556,6.520408096,4.6128
832,17.11111111,0.033333333,4.445851295,4.6366
833,17.12222222,-0.077777778,2.550463875,4.7046
834,17.13888889,-0.15,1.317227586,4.8514
835,17.15555556,0.005555556,3.989762812,4.9264
836,17.18333333,0.038888889,4.576519942,4.049
837,17.20555556,0.1,5.637325991,4.3422
838,17.22222222,-0.194444444,0.576622165,3.736
839,17.22777778,-0.1,2.205243157,3.0098
840,17.25,-0.105555556,2.116932881,3.0116
841,17.27777778,0.072222222,5.197605974,2.9826
842,17.30555556,0.027777778,4.44337045,2.7396
843,17.32777778,0.111111111,5.89638294,2.7412
844,17.35,-0.138888889,1.574185972,2.4064
845,17.36111111,0.083333333,5.434519607,1.9886
846,17.37222222,0.1,5.726278942,2.8024
847,17.38888889,-0.294444444,-1.119231525,3.4416
848,17.40555556,-0.105555556,2.165763142,3.5752
849,17.41666667,-0.172222222,1.013804508,3.0546
850,17.44444444,-0.344444444,-1.982413284,2.9308
851,17.45,0.161111111,6.842063554,3.2182
852,17.47222222,0.116666667,6.076823161,3.3158
853,17.48888889,0.172222222,7.057550529,3.4956
854,17.54444444,0.127777778,6.311699479,3.5568
855,17.55555556,-0.138888889,1.638740721,4.5882
856,17.56666667,0,4.079818733,4.9678
857,17.58333333,0.194444444,7.508426817,4.4436
858,17.61111111,-0.016666667,3.809036119,2.2044
859,17.63333333,-0.266666667,-0.584522731,1.6946
860,17.63888889,0,4.115422311,0.8372
861,17.64444444,0.138888889,6.568457251,1.3538
862,17.66666667,-0.055555556,3.146924006,2.9422
863,17.68888889,0.016666667,4.434972301,3.4968
864,17.69444444,0.127777778,6.402089178,3.5792
865,17.72222222,0.138888889,6.615514109,4.1802
866,17.72222222,-0.116666667,2.086808006,4.7484
867,17.72222222,-0.155555556,1.397657077,5.5006
868,17.74444444,0.072222222,5.444516472,5.5206
869,17.75,0.088888889,5.744936828,3.4176
870,17.76666667,-0.05,3.286411907,2.054
871,17.77777778,-7.10543E-16,4.180300143,1.5494
872,17.80555556,0.111111111,6.171625343,1.0126
873,17.82222222,-0.166666667,1.23012475,1.4296
874,17.85555556,-0.027777778,3.721773397,1.232
875,17.86111111,0.177777778,7.394674507,2.8368
876,17.87777778,0.116666667,6.309275853,2.9568
877,17.88888889,0.227777778,8.307149096,4.1776
878,17.91111111,-0.116666667,2.153759957,2.528
879,17.91666667,0.011111111,4.444976239,3.169
880,17.95555556,0.155555556,7.05837132,4.1702
881,17.97222222,-0.044444444,3.473658139,2.5152
882,17.98888889,-0.183333333,0.981635865,0.9036
